1.000000000000000000e+02,1.000000000000000000e+00
1.046003567475513876e+02,1.155838284960231732e+01
1.143094065907295516e+02,2.405293056438571853e+01
1.220773401707969583e+02,3.439297005881765301e+01
1.280058511604374303e+02,5.194660189813833995e+01
1.297955577622742283e+02,7.022460530465581030e+01
1.367887812479523575e+02,8.875830806628700032e+01
1.357866543067219709e+02,1.064804529526136321e+02
1.442738005198589519e+02,1.206495667507455636e+02
1.540727767390443432e+02,1.301354131668535956e+02
1.565289619458671382e+02,1.467140525201120056e+02
1.537831708843554850e+02,1.664906868314601809e+02
1.628340454938505104e+02,1.801122304038485424e+02
1.714844589615462098e+02,1.963493929481628868e+02
1.853938284563185732e+02,2.105028772282533680e+02
1.907879939087998764e+02,2.295286971251161958e+02
1.885754722119357609e+02,2.452214148515599277e+02
1.927593041108370926e+02,2.593820073414020726e+02
1.899853642915770706e+02,2.745414246084370689e+02
1.884867892703997541e+02,2.907934576254555168e+02
1.906292101566357928e+02,3.071887676360540240e+02
2.011267752349178011e+02,3.237942618484888158e+02
2.079832361982025191e+02,3.405225274562055233e+02
2.181954299144345839e+02,3.548658117736082431e+02
2.235477798812835601e+02,3.700917004831093777e+02
2.313595858719216380e+02,3.872613609736542344e+02
2.424621472565781630e+02,4.023834683486556969e+02
2.447290500981962680e+02,4.215339889194212333e+02
2.419377647230504067e+02,4.407650093932139725e+02
2.453204528115952598e+02,4.545451026484038266e+02
2.538310981076742507e+02,4.701455090763520275e+02
2.592284385719114539e+02,4.848500688137171437e+02
2.649300602989611093e+02,4.979538937472211160e+02
2.719975325545779583e+02,5.115635551643829331e+02
2.700582926712392009e+02,5.282941903831230093e+02
2.682476972109299140e+02,5.465086867493228056e+02
2.734601889902339167e+02,5.586568415187488199e+02
2.803226247079763311e+02,5.727098975111898653e+02
2.867510585247080144e+02,5.891939214349760050e+02
2.862840283698246253e+02,6.058365539688231820e+02
2.899342157548385899e+02,6.165468990186851670e+02
2.927454157258171676e+02,6.355756237952201673e+02
2.921073151566477009e+02,6.550574738605329230e+02
3.026883883255813430e+02,6.709784843254562929e+02
3.192620447462256834e+02,6.797059354355678806e+02
3.361792790338447503e+02,6.701849059032490459e+02
3.521774102681610543e+02,6.598140458122489918e+02
3.620264858563354551e+02,6.491532872395297318e+02
3.640258432897577450e+02,6.364419973058287496e+02
3.666994849924930122e+02,6.168302483949186126e+02
3.727333547924096706e+02,5.993940983928708874e+02
3.876945057696339632e+02,5.872677684706513901e+02
4.065569707498790990e+02,5.894996460363136066e+02
4.212409692270929327e+02,5.784313569847423651e+02
4.404667647570867075e+02,5.731657461168688315e+02
4.580529325042390951e+02,5.637957065841576423e+02
4.716715266234434694e+02,5.533172567590753488e+02
4.913028884912328635e+02,5.501601982187340809e+02
5.098608794066598193e+02,5.462852259169255831e+02
5.250381667187298262e+02,5.375529271418947701e+02
5.418449155135267574e+02,5.304004553569920972e+02
5.510167261511344350e+02,5.134109877564573026e+02
5.554362717325186622e+02,4.942605017869731228e+02
5.668978505366915215e+02,4.823151587364496322e+02
5.688049114538998765e+02,4.667823713574323961e+02
5.737160129144998564e+02,4.492483925522656705e+02
5.798850107456398746e+02,4.322273258621632976e+02
5.847738493679737530e+02,4.146786737384666708e+02
5.869181859997125912e+02,3.973680404918621321e+02
5.922511321470423127e+02,3.817078649227236724e+02
5.960670811885825060e+02,3.653773218987522000e+02
6.024838855191891298e+02,3.486430052853178267e+02
6.045780301840131870e+02,3.326565258414427149e+02
6.064555553260022407e+02,3.187020673600506484e+02
6.057211723458235610e+02,3.032828913047854940e+02
6.063981274770967502e+02,2.881127530000520096e+02
6.080791674169450971e+02,2.682627422922399774e+02
6.054958826819232627e+02,2.490460121193376608e+02
6.086520928520679945e+02,2.308323114919992918e+02
6.048393984682556948e+02,2.132782442998085344e+02
6.056954246007043139e+02,1.933529280877837664e+02
5.996467328389845761e+02,1.750793494233349747e+02
6.059953502501108460e+02,1.602319903517364139e+02
6.083080250254009798e+02,1.404386530298348248e+02
6.118803634266384961e+02,1.212857715365169611e+02
6.072557173045931904e+02,1.024416301579511241e+02
6.150349494549379870e+02,8.467683924140854401e+01
6.100526610111952550e+02,6.563006422049325295e+01
6.127369920113239914e+02,5.157232201968553653e+01
6.117330382454083519e+02,3.184815071065047576e+01
6.087369778196116386e+02,1.814883551133316431e+01
6.000000000000000000e+02,1.000000000000000000e+00
