1.000000000000000000e+02,1.000000000000000000e+00
1.036401427861326567e+02,1.745064827708146993e+01
9.197117675120148306e+01,3.033636485279757622e+01
8.143665944519993616e+01,4.703355690949387480e+01
7.766663329489051648e+01,6.400325653815153260e+01
7.084496436545255449e+01,8.178859458603935195e+01
6.944670358644391683e+01,1.007357854447522243e+02
5.726590937468980513e+01,1.133842744757265990e+02
5.566505966402286276e+01,1.264103699417382956e+02
5.078832851900516232e+01,1.450521446098877334e+02
5.679999535242021835e+01,1.621210310283594538e+02
5.670275645860687064e+01,1.788935706016775384e+02
5.729726966304846769e+01,1.939189511301491393e+02
5.917839527537471866e+01,2.062385065653729441e+02
6.446670760932362043e+01,2.152205069084523643e+02
5.656737043521658137e+01,2.309491100330154154e+02
5.524953349385086909e+01,2.466311956598794666e+02
5.983072890876321992e+01,2.641147996749916160e+02
6.359663587879520463e+01,2.816988362699755726e+02
8.292882983497750615e+01,2.864659094951593374e+02
9.448275783421460972e+01,2.980140439407584267e+02
1.039969979906619528e+02,3.072287722974468238e+02
1.133338678726069020e+02,3.242249274716249374e+02
1.242338494734109418e+02,3.387621047188015382e+02
1.278925548948020463e+02,3.540608982081363934e+02
1.220979470040063859e+02,3.710276687099701007e+02
1.184083862543677981e+02,3.891312959377938796e+02
1.200784474195279188e+02,4.003429347797959394e+02
1.224191445444842827e+02,4.195151178748346865e+02
1.250835220702337267e+02,4.234965159908730925e+02
1.406434992934431421e+02,4.316546995949124153e+02
1.369868877367118785e+02,4.465981317397692010e+02
1.480195051235365042e+02,4.627498471771215804e+02
1.533182101212316581e+02,4.683047300055027335e+02
1.618729942978396821e+02,4.821441129246372270e+02
1.541745513137295802e+02,5.004078498292584527e+02
1.530650507613930529e+02,5.090912614983721483e+02
1.415964709302373308e+02,5.217028449167859208e+02
1.387446677344455850e+02,5.298246686769414282e+02
1.346020267669680095e+02,5.452347896005923076e+02
1.301828007715011495e+02,5.625729948875778064e+02
1.304249189684278178e+02,5.802072637877887473e+02
1.257963687182297434e+02,5.934024457042287395e+02
1.233236887104148138e+02,6.122788996473219640e+02
1.136089122187864575e+02,6.294057140390094673e+02
1.064184818344057248e+02,6.410899985016116034e+02
1.000000000000000000e+02,6.500000000000000000e+02
