5.000000000000000000e+02,1.000000000000000000e+01
4.933870488428578369e+02,1.555530140763068481e+01
4.753045017577789508e+02,2.237830676033355459e+01
4.564605324464492355e+02,2.763619083317520975e+01
4.381617010577305678e+02,3.413424821663225828e+01
4.343122113179226176e+02,5.305194552398275931e+01
4.346393232253385577e+02,7.288021346129443145e+01
4.310079575036135111e+02,9.104167738758103212e+01
4.321894018545182803e+02,1.108365189818565852e+02
4.307468807634268728e+02,1.290909400803875826e+02
4.320792744970617036e+02,1.472309431781197304e+02
4.325442816441848208e+02,1.667571936555224568e+02
4.331870128068268855e+02,1.852537364290214441e+02
4.328736263959887651e+02,2.015439598407732831e+02
4.351050369671071394e+02,2.191799444000243113e+02
4.392251158439570986e+02,2.343669207307990803e+02
4.357882170039770813e+02,2.533611633489804262e+02
4.414043578059288393e+02,2.715293189745408426e+02
4.463958224117625377e+02,2.877993156536004449e+02
4.484903177671404819e+02,3.058127543743589172e+02
4.474009273142509073e+02,3.246343834063350755e+02
4.476267086401311417e+02,3.397948586054678799e+02
4.465487511255021786e+02,3.575699835389321493e+02
4.457048356776030573e+02,3.751587984753970773e+02
4.442280078177354312e+02,3.894361371412345534e+02
4.473139172864939042e+02,4.062418546037811780e+02
4.429169500392101213e+02,4.251708219103239799e+02
4.392452943793086888e+02,4.428022952229493967e+02
4.301166004164915648e+02,4.597862780060680734e+02
4.258335271278597247e+02,4.783879044085454666e+02
4.319949746594535895e+02,4.968129665186827424e+02
4.333572032923599409e+02,5.151884694835606524e+02
4.361404472063905473e+02,5.339239777487917991e+02
4.365474390280205625e+02,5.534100260465629617e+02
4.358855157566084699e+02,5.708621401696659632e+02
4.361617245987604292e+02,5.907731281774861145e+02
4.391261417017992699e+02,6.087889123235075886e+02
4.391991260876517913e+02,6.285212838232675949e+02
4.389173263446731426e+02,6.474043654594620421e+02
4.393377850156558111e+02,6.647007360902811115e+02
4.341059221909097232e+02,6.815127276360835822e+02
4.321770290133147796e+02,7.012948910968455039e+02
4.358623862388353132e+02,7.191210657694952033e+02
4.331530217050537885e+02,7.360895379566231895e+02
4.342295476165144237e+02,7.558324185053485280e+02
4.292094437437510237e+02,7.720325195695792218e+02
4.162885890691753730e+02,7.727178256873085047e+02
4.072188945265065172e+02,7.790747694802211072e+02
3.881148136643753901e+02,7.788638492579416379e+02
3.725116686162341466e+02,7.774786667245844001e+02
3.537172175319047938e+02,7.750552411892681448e+02
3.341544525704396733e+02,7.746468171712440380e+02
3.142810908228904623e+02,7.725096540326852619e+02
2.961065759854848238e+02,7.721771711062958730e+02
2.798149431532648350e+02,7.745425902304319834e+02
2.603231779424205570e+02,7.716572980157193342e+02
2.412236739073395881e+02,7.708649997718941904e+02
2.221865584549074697e+02,7.761262698084251497e+02
2.038843254399217528e+02,7.778433964972923604e+02
1.848665847637944353e+02,7.829361229315638866e+02
1.654704551813584601e+02,7.807457792114740869e+02
1.464408547369145310e+02,7.771279965364705049e+02
1.287276233301298589e+02,7.752315879228975746e+02
1.146025901445062942e+02,7.858130059772173581e+02
1.042154218432539636e+02,7.956320878183944387e+02
1.002181320149782664e+02,8.136634396635703297e+02
8.994582722139402620e+01,8.150576652787030980e+02
7.188815187193532097e+01,8.155036122855016174e+02
5.631023935919352397e+01,8.178419332611274513e+02
3.783800486365454674e+01,8.156462407414405789e+02
1.999978191893873714e+01,8.092279751071451983e+02
5.000000000000000000e+00,8.000000000000000000e+02
